garden,continent,lineid,population,latitude,longitude,experimental.block,dbolt,dfl,rdiam,rlvs,height,branches,fruit,totfruit,survrepro
SC,NA,NA-176,NC1,36.01510833,-78.68945,5,75,79,6.9,28,36.1,16,431,431,1
SC,NA,NA-177,PADT1,40.29760556,-75.14444444,1,79,87,7.8,35,51.1,18,553,553,1
ONT,NA,NA-177,PADT1,40.29760556,-75.14444444,1,199,213,2.7,23,34.4,13,240,240,1
ONT,NA,NA-177,PADT1,40.29760556,-75.14444444,2,195,206,3.8,31,37.1,19,509,509,1
SC,NA,NA-177,PADT1,40.29760556,-75.14444444,2,82,89,6.8,30,44.8,61,512,512,1
SC,NA,NA-177,PADT1,40.29760556,-75.14444444,3,88,94,4.5,28,37.6,9,60,60,1
ONT,NA,NA-177,PADT1,40.29760556,-75.14444444,3,200,213,3,26,42.2,69,1155,1155,1
ONT,NA,NA-177,PADT1,40.29760556,-75.14444444,4,196,206,2.8,30,33.5,11,162,162,1
SC,NA,NA-177,PADT1,40.29760556,-75.14444444,4,87,93,5.9,31,35.1,8,206,206,1
ONT,NA,NA-177,PADT1,40.29760556,-75.14444444,5,198,208,3.9,37,37.8,9,254,254,1
SC,NA,NA-177,PADT1,40.29760556,-75.14444444,5,81,90,10.4,40,38.8,89,1604,1604,1
SC,NA,NA-178,PADT1,40.29760556,-75.14444444,1,,,,,,,,0,0
ONT,NA,NA-178,PADT1,40.29760556,-75.14444444,1,206,213,3.2,24,30.5,29,298,298,1
SC,NA,NA-178,PADT1,40.29760556,-75.14444444,2,,,,,,,,0,0
ONT,NA,NA-178,PADT1,40.29760556,-75.14444444,2,,,,,,,,0,0
ONT,NA,NA-178,PADT1,40.29760556,-75.14444444,3,206,217,3.3,36,24.1,17,278,278,1
SC,NA,NA-178,PADT1,40.29760556,-75.14444444,3,,,,,,,,0,0
ONT,NA,NA-178,PADT1,40.29760556,-75.14444444,4,198,207,2.4,29,26.6,6,115,115,1
SC,NA,NA-178,PADT1,40.29760556,-75.14444444,4,,,,,,,,0,0
SC,NA,NA-178,PADT1,40.29760556,-75.14444444,5,,,,,,,,0,0
ONT,NA,NA-178,PADT1,40.29760556,-75.14444444,5,,,,,,,,0,0
ONT,NA,NA-179,PADT1,40.29760556,-75.14444444,1,,,,,,,,0,0
SC,NA,NA-179,PADT1,40.29760556,-75.14444444,1,72,80,7.4,35,53.2,63,1612,1612,1
ONT,NA,NA-179,PADT1,40.29760556,-75.14444444,2,,,,,,,,0,0
SC,NA,NA-179,PADT1,40.29760556,-75.14444444,2,74,82,11,36,50.3,25,1035,1035,1
SC,NA,NA-179,PADT1,40.29760556,-75.14444444,3,75,80,6.5,34,46.4,12,378,378,1
ONT,NA,NA-179,PADT1,40.29760556,-75.14444444,3,196,207,3.4,27,33.5,28,578,578,1
SC,NA,NA-179,PADT1,40.29760556,-75.14444444,4,78,85,6.8,20,33.9,8,252,252,1
ONT,NA,NA-179,PADT1,40.29760556,-75.14444444,4,200,209,2.4,22,26.3,7,159,159,1
SC,NA,NA-179,PADT1,40.29760556,-75.14444444,5,77,84,7.7,34,50.4,17,322,322,1
ONT,NA,NA-179,PADT1,40.29760556,-75.14444444,5,196,208,3.9,30,34.2,19,457,457,1
SC,NA,NA-180,PADT1,40.29760556,-75.14444444,1,82,89,8.4,34,37.3,32,273,273,1
ONT,NA,NA-180,PADT1,40.29760556,-75.14444444,1,198,213,2.3,20,30.2,21,346,346,1
SC,NA,NA-180,PADT1,40.29760556,-75.14444444,2,85,90,8.8,39,59.7,55,571,571,1
ONT,NA,NA-180,PADT1,40.29760556,-75.14444444,2,,,,,,,,0,0
SC,NA,NA-180,PADT1,40.29760556,-75.14444444,3,82,101,4.9,34,28.8,16,100,100,1
ONT,NA,NA-180,PADT1,40.29760556,-75.14444444,3,198,208,4.3,32,36.1,27,585,585,1
ONT,NA,NA-180,PADT1,40.29760556,-75.14444444,4,198,207,3.6,38,40.8,9,309,309,1
SC,NA,NA-180,PADT1,40.29760556,-75.14444444,4,87,91,3.8,18,26.6,5,92,92,1
ONT,NA,NA-180,PADT1,40.29760556,-75.14444444,5,196,207,3.3,34,37,13,359,359,1
SC,NA,NA-180,PADT1,40.29760556,-75.14444444,5,85,91,6.9,38,47,11,372,372,1
ONT,NA,NA-181,PADT1,40.29760556,-75.14444444,1,199,209,3.1,19,42.3,59,1023,1023,1
SC,NA,NA-181,PADT1,40.29760556,-75.14444444,1,106,112,0.6,9,4,0,1,1,1
SC,NA,NA-181,PADT1,40.29760556,-75.14444444,2,80,88,9,28,48.5,31,531,531,1
ONT,NA,NA-181,PADT1,40.29760556,-75.14444444,2,196,206,3,30,36.8,10,289,289,1
SC,NA,NA-181,PADT1,40.29760556,-75.14444444,3,81,91,9.9,34,56.7,85,1005,1005,1
ONT,NA,NA-181,PADT1,40.29760556,-75.14444444,3,,,,,,,,0,0
SC,NA,NA-181,PADT1,40.29760556,-75.14444444,4,83,89,9.2,36,45.7,28,591,591,1
ONT,NA,NA-181,PADT1,40.29760556,-75.14444444,4,196,206,3,28,37.6,8,233,233,1
ONT,NA,NA-181,PADT1,40.29760556,-75.14444444,5,,,,,,,,0,0
SC,NA,NA-181,PADT1,40.29760556,-75.14444444,5,104,114,8.4,45,30.4,18,59,59,1
SC,NA,NA-182,PADT1,40.29760556,-75.14444444,1,,,,,,,,0,0
ONT,NA,NA-182,PADT1,40.29760556,-75.14444444,1,198,208,2.4,20,37.1,22,415,415,1
ONT,NA,NA-182,PADT1,40.29760556,-75.14444444,2,199,209,2.5,29,33.9,5,156,156,1
SC,NA,NA-182,PADT1,40.29760556,-75.14444444,2,81,,8.3,32,42.8,55,1035,1035,1
SC,NA,NA-182,PADT1,40.29760556,-75.14444444,3,87,95,4.8,31,30.3,6,58,58,1
ONT,NA,NA-182,PADT1,40.29760556,-75.14444444,3,198,213,3.2,29,40.4,74,1261,1261,1
SC,NA,NA-182,PADT1,40.29760556,-75.14444444,4,84,91,6.6,32,41.1,15,343,343,1
ONT,NA,NA-182,PADT1,40.29760556,-75.14444444,4,195,206,3.1,25,36.9,9,226,226,1
ONT,NA,NA-182,PADT1,40.29760556,-75.14444444,5,196,207,3.2,24,36.3,37,557,557,1
SC,NA,NA-182,PADT1,40.29760556,-75.14444444,5,84,89,8.9,32,40.6,20,399,399,1
SC,NA,NA-183,PADT1,40.29760556,-75.14444444,1,86,92,5.1,36,23,11,95,95,1
ONT,NA,NA-183,PADT1,40.29760556,-75.14444444,1,,,,,,,,0,0
ONT,NA,NA-183,PADT1,40.29760556,-75.14444444,2,,,,,,,,0,0
SC,NA,NA-183,PADT1,40.29760556,-75.14444444,2,86,91,6,28,31.4,10,215,215,1
ONT,NA,NA-183,PADT1,40.29760556,-75.14444444,3,198,207,2.8,24,33.2,6,156,156,1
SC,NA,NA-183,PADT1,40.29760556,-75.14444444,3,,,,,,,,0,0
ONT,NA,NA-183,PADT1,40.29760556,-75.14444444,4,196,206,2.1,27,29.5,4,72,72,1
SC,NA,NA-183,PADT1,40.29760556,-75.14444444,4,86,91,12.5,45,46.5,109,1410,1410,1
SC,NA,NA-183,PADT1,40.29760556,-75.14444444,5,86,91,6.8,33,40,14,287,287,1
ONT,NA,NA-183,PADT1,40.29760556,-75.14444444,5,196,207,4,36,,,,0,1
SC,NA,NA-184,PADT1,40.29760556,-75.14444444,1,79,84,5.2,27,42.2,14,237,237,1
ONT,NA,NA-184,PADT1,40.29760556,-75.14444444,1,,,,,,,,0,0
SC,NA,NA-184,PADT1,40.29760556,-75.14444444,2,,,,,,,,0,0
ONT,NA,NA-184,PADT1,40.29760556,-75.14444444,2,206,215,2.4,20,23.6,12,238,238,1
SC,NA,NA-184,PADT1,40.29760556,-75.14444444,3,77,83,5.8,33,39.1,20,312,312,1
ONT,NA,NA-184,PADT1,40.29760556,-75.14444444,3,198,209,2.5,28,28.9,11,216,216,1
SC,NA,NA-184,PADT1,40.29760556,-75.14444444,4,87,94,3.5,24,25.6,4,40,40,1
ONT,NA,NA-184,PADT1,40.29760556,-75.14444444,4,195,206,2.1,25,28.8,5,123,123,1
ONT,NA,NA-184,PADT1,40.29760556,-75.14444444,5,196,206,3.3,28,34.2,11,326,326,1
SC,NA,NA-184,PADT1,40.29760556,-75.14444444,5,,,,,,,,0,0
SC,NA,NA-188,PADT1,40.29760556,-75.14444444,1,76,82,11.4,71,58,30,896,896,1
ONT,NA,NA-188,PADT1,40.29760556,-75.14444444,1,198,209,2.5,24,28.4,17,348,348,1
ONT,NA,NA-188,PADT1,40.29760556,-75.14444444,2,196,206,2,26,23.6,4,96,96,1
SC,NA,NA-188,PADT1,40.29760556,-75.14444444,2,76,84,7.2,33,46,9,67,67,1
SC,NA,NA-188,PADT1,40.29760556,-75.14444444,3,78,82,10,36,52.7,24,443,443,1
ONT,NA,NA-188,PADT1,40.29760556,-75.14444444,3,,,,,,,,0,0
ONT,NA,NA-188,PADT1,40.29760556,-75.14444444,4,196,206,3.4,39,41.2,22,505,505,1
SC,NA,NA-188,PADT1,40.29760556,-75.14444444,4,86,88,8.1,47,42.2,11,337,337,1
ONT,NA,NA-188,PADT1,40.29760556,-75.14444444,5,200,208,4.2,39,34.1,13,368,368,1
SC,NA,NA-188,PADT1,40.29760556,-75.14444444,5,84,87,9.3,41,42.4,19,313,313,1
ONT,NA,NA-189,PADT1,40.29760556,-75.14444444,1,,,,,,,,0,0
SC,NA,NA-189,PADT1,40.29760556,-75.14444444,1,70,77,10.3,63,46.7,44,1130,1130,1
SC,NA,NA-189,PADT1,40.29760556,-75.14444444,2,76,80,8.5,29,53.7,37,1355,1355,1
ONT,NA,NA-189,PADT1,40.29760556,-75.14444444,2,202,213,3,29,28.5,12,246,246,1
SC,NA,NA-189,PADT1,40.29760556,-75.14444444,3,,,,,,,,0,0
ONT,NA,NA-189,PADT1,40.29760556,-75.14444444,3,202,213,3.4,33,28.9,19,401,401,1
SC,NA,NA-189,PADT1,40.29760556,-75.14444444,4,79,87,10.1,22,50.1,35,1357,1357,1
ONT,NA,NA-189,PADT1,40.29760556,-75.14444444,4,198,207,3,32,31.8,11,270,270,1
ONT,NA,NA-189,PADT1,40.29760556,-75.14444444,5,198,209,3.3,28,28.6,12,271,271,1
SC,NA,NA-189,PADT1,40.29760556,-75.14444444,5,75,81,11.2,39,52.5,92,2277,2277,1
ONT,NA,NA-19,ColdSpringHarborLab,40.87063056,-73.4583,1,,,,,,,,0,0
SC,NA,NA-19,ColdSpringHarborLab,40.87063056,-73.4583,1,,,,,,,,0,0
ONT,NA,NA-19,ColdSpringHarborLab,40.87063056,-73.4583,2,198,207,3.7,28,29.5,7,228,228,1
SC,NA,NA-19,ColdSpringHarborLab,40.87063056,-73.4583,2,73,78,8.4,44,33.6,41,1028,1028,1
SC,NA,NA-19,ColdSpringHarborLab,40.87063056,-73.4583,3,75,82,9.5,28,46.1,25,738,738,1
ONT,NA,NA-19,ColdSpringHarborLab,40.87063056,-73.4583,3,196,206,4,31,34.2,124,2747,2747,1
ONT,NA,NA-19,ColdSpringHarborLab,40.87063056,-73.4583,4,196,206,1.5,18,17.9,8,88,88,1
SC,NA,NA-19,ColdSpringHarborLab,40.87063056,-73.4583,4,,,,,,,,0,0
ONT,NA,NA-19,ColdSpringHarborLab,40.87063056,-73.4583,5,,,,,,,,0,0
SC,NA,NA-19,ColdSpringHarborLab,40.87063056,-73.4583,5,75,79,7.6,35,33.1,21,524,524,1
SC,NA,NA-190,PADT1,40.29760556,-75.14444444,1,71,77,7.4,41,53.9,120,2099,2099,1
ONT,NA,NA-190,PADT1,40.29760556,-75.14444444,1,198,209,3.4,36,36.8,55,1021,1021,1
ONT,NA,NA-190,PADT1,40.29760556,-75.14444444,2,196,207,3.5,36,37.3,36,787,787,1
SC,NA,NA-190,PADT1,40.29760556,-75.14444444,2,,,,,,,,0,0
ONT,NA,NA-190,PADT1,40.29760556,-75.14444444,3,196,206,4.9,38,31.2,79,1458,1458,1
SC,NA,NA-190,PADT1,40.29760556,-75.14444444,3,79,86,11.8,50,44.6,59,2421,2421,1
ONT,NA,NA-190,PADT1,40.29760556,-75.14444444,4,198,208,2.5,32,26.3,4,73,73,1
SC,NA,NA-190,PADT1,40.29760556,-75.14444444,4,79,86,8,41,40.6,14,330,330,1
ONT,NA,NA-190,PADT1,40.29760556,-75.14444444,5,198,207,3.4,38,33.1,6,197,197,1
SC,NA,NA-190,PADT1,40.29760556,-75.14444444,5,79,85,7.7,39,44.1,14,442,442,1
SC,NA,NA-191,PADT1,40.29760556,-75.14444444,1,78,84,7.9,49,44.9,13,527,527,1
ONT,NA,NA-191,PADT1,40.29760556,-75.14444444,1,,,,,,,,0,0
ONT,NA,NA-191,PADT1,40.29760556,-75.14444444,2,196,206,3,37,31,19,414,414,1
SC,NA,NA-191,PADT1,40.29760556,-75.14444444,2,79,84,7.8,27,46.9,31,599,599,1
ONT,NA,NA-191,PADT1,40.29760556,-75.14444444,3,202,209,2.1,22,23.1,6,91,91,1
SC,NA,NA-191,PADT1,40.29760556,-75.14444444,3,61,,9.3,36,60.2,12,457,457,1
SC,NA,NA-191,PADT1,40.29760556,-75.14444444,4,84,89,9.9,41,34.1,34,821,821,1
ONT,NA,NA-191,PADT1,40.29760556,-75.14444444,4,198,206,3,29,28.9,5,143,143,1
ONT,NA,NA-191,PADT1,40.29760556,-75.14444444,5,196,206,3.1,37,33.2,9,254,254,1
SC,NA,NA-191,PADT1,40.29760556,-75.14444444,5,81,98,5.2,31,32.9,14,251,251,1
SC,NA,NA-199,PADT2,40.31748056,-75.09651389,1,71,74,8.5,36,,,,0,1
ONT,NA,NA-199,PADT2,40.31748056,-75.09651389,1,,,,,,,,0,0
ONT,NA,NA-199,PADT2,40.31748056,-75.09651389,2,192,206,2.2,21,32.1,32,670,670,1
SC,NA,NA-199,PADT2,40.31748056,-75.09651389,2,72,77,7.7,30,46.8,46,979,979,1
SC,NA,NA-199,PADT2,40.31748056,-75.09651389,3,75,78,6.5,24,39.3,19,284,284,1
ONT,NA,NA-199,PADT2,40.31748056,-75.09651389,3,193,206,3.3,31,40.2,196,3619,3619,1
SC,NA,NA-199,PADT2,40.31748056,-75.09651389,4,73,79,9.4,43,49.6,156,1756,1756,1
ONT,NA,NA-199,PADT2,40.31748056,-75.09651389,4,192,206,2.1,27,33.2,13,246,246,1
SC,NA,NA-199,PADT2,40.31748056,-75.09651389,5,76,81,9.6,33,44.1,55,1215,1215,1
ONT,NA,NA-199,PADT2,40.31748056,-75.09651389,5,,,,,,,,0,0
ONT,NA,NA-2,FM,42.44048889,-76.49535833,1,198,209,2.5,25,29.5,34,435,435,1
SC,NA,NA-2,FM,42.44048889,-76.49535833,1,77,82,8.8,43,46,66,1173,1173,1
ONT,NA,NA-2,FM,42.44048889,-76.49535833,2,,,,,,,,0,0
SC,NA,NA-2,FM,42.44048889,-76.49535833,2,76,82,6.8,32,44.8,15,406,406,1
ONT,NA,NA-2,FM,42.44048889,-76.49535833,3,198,208,5,36,30.7,41,765,765,1
SC,NA,NA-2,FM,42.44048889,-76.49535833,3,80,85,6.6,46,38.5,13,198,198,1
SC,NA,NA-2,FM,42.44048889,-76.49535833,4,85,91,9.8,30,38.2,65,1019,1019,1
ONT,NA,NA-2,FM,42.44048889,-76.49535833,4,196,207,2.2,26,26.7,6,108,108,1
SC,NA,NA-2,FM,42.44048889,-76.49535833,5,86,92,4.1,27,31.1,9,122,122,1
ONT,NA,NA-2,FM,42.44048889,-76.49535833,5,198,208,5.2,37,32.6,56,815,815,1
SC,NA,NA-20,ColdSpringHarborLab,40.87063056,-73.4583,1,69,73,4.9,24,56.1,33,949,949,1
ONT,NA,NA-20,ColdSpringHarborLab,40.87063056,-73.4583,1,,,,,,,,0,0
ONT,NA,NA-20,ColdSpringHarborLab,40.87063056,-73.4583,2,,,,,,,,0,0
SC,NA,NA-20,ColdSpringHarborLab,40.87063056,-73.4583,2,71,75,6.6,27,50.9,20,664,664,1
ONT,NA,NA-20,ColdSpringHarborLab,40.87063056,-73.4583,3,199,207,2.3,16,31.6,4,150,150,1
SC,NA,NA-20,ColdSpringHarborLab,40.87063056,-73.4583,3,70,73,5.8,24,52,11,223,223,1
SC,NA,NA-20,ColdSpringHarborLab,40.87063056,-73.4583,4,74,80,7.4,18,53.3,20,652,652,1
ONT,NA,NA-20,ColdSpringHarborLab,40.87063056,-73.4583,4,195,206,2.8,22,38.6,10,262,262,1
ONT,NA,NA-20,ColdSpringHarborLab,40.87063056,-73.4583,5,196,206,3,23,37.3,6,195,195,1
SC,NA,NA-20,ColdSpringHarborLab,40.87063056,-73.4583,5,71,79,8.3,24,54.7,28,598,598,1
SC,NA,NA-207,PADT4,40.29166667,-75.13388889,1,110,,0.8,12,1.8,0,,0,1
ONT,NA,NA-207,PADT4,40.29166667,-75.13388889,1,,,,,,,,0,0
ONT,NA,NA-207,PADT4,40.29166667,-75.13388889,2,199,207,3.9,34,29.7,32,539,539,1
SC,NA,NA-207,PADT4,40.29166667,-75.13388889,2,82,88,7.8,30,38,21,490,490,1
SC,NA,NA-207,PADT4,40.29166667,-75.13388889,3,101,105,5.3,33,22.5,16,73,73,1
ONT,NA,NA-207,PADT4,40.29166667,-75.13388889,3,196,207,3.4,31,31.2,36,611,611,1
SC,NA,NA-207,PADT4,40.29166667,-75.13388889,4,101,104,1.8,20,6.8,3,8,8,1
ONT,NA,NA-207,PADT4,40.29166667,-75.13388889,4,201,209,1.8,26,21.1,6,90,90,1
ONT,NA,NA-207,PADT4,40.29166667,-75.13388889,5,198,207,3.9,38,28.4,24,373,373,1
SC,NA,NA-207,PADT4,40.29166667,-75.13388889,5,86,90,10.7,40,38.4,102,1804,1804,1
ONT,NA,NA-21,ColdSpringHarborLab,40.87063056,-73.4583,1,195,206,2.9,27,30,20,360,360,1
SC,NA,NA-21,ColdSpringHarborLab,40.87063056,-73.4583,1,72,75,10.3,82,36.6,188,3160,3160,1
ONT,NA,NA-21,ColdSpringHarborLab,40.87063056,-73.4583,2,193,206,2.8,36,29.6,8,259,259,1
SC,NA,NA-21,ColdSpringHarborLab,40.87063056,-73.4583,2,73,80,10.3,62,40.1,48,1028,1028,1
ONT,NA,NA-21,ColdSpringHarborLab,40.87063056,-73.4583,3,,,,,,,,0,0
SC,NA,NA-21,ColdSpringHarborLab,40.87063056,-73.4583,3,81,86,8.3,28,41.5,46,1219,1219,1
SC,NA,NA-21,ColdSpringHarborLab,40.87063056,-73.4583,4,78,84,7.6,25,43.6,19,707,707,1
ONT,NA,NA-21,ColdSpringHarborLab,40.87063056,-73.4583,4,193,206,3.4,42,32.4,18,375,375,1
ONT,NA,NA-21,ColdSpringHarborLab,40.87063056,-73.4583,5,193,206,3.7,34,36.1,44,707,707,1
SC,NA,NA-21,ColdSpringHarborLab,40.87063056,-73.4583,5,85,81,2.7,25,25.2,2,58,58,1
ONT,NA,NA-210,PADT4,40.29166667,-75.13388889,1,,,,,,,,0,0
SC,NA,NA-210,PADT4,40.29166667,-75.13388889,1,82,88,7.4,36,34.8,96,978,978,1
SC,NA,NA-210,PADT4,40.29166667,-75.13388889,2,,,,,,,,0,0
ONT,NA,NA-210,PADT4,40.29166667,-75.13388889,2,,,,,,,,0,0
SC,NA,NA-210,PADT4,40.29166667,-75.13388889,3,85,91,7.9,43,32.8,11,297,297,1
ONT,NA,NA-210,PADT4,40.29166667,-75.13388889,3,202,213,3.8,31,28.3,24,424,424,1
SC,NA,NA-210,PADT4,40.29166667,-75.13388889,4,85,90,7.9,46,24.9,24,532,532,1
ONT,NA,NA-210,PADT4,40.29166667,-75.13388889,4,196,207,2.6,33,26.2,8,159,159,1
ONT,NA,NA-210,PADT4,40.29166667,-75.13388889,5,200,209,2.2,24,24.6,5,118,118,1
SC,NA,NA-210,PADT4,40.29166667,-75.13388889,5,87,92,5.9,38,30.3,13,259,259,1
SC,NA,NA-217,PADT4,40.29166667,-75.13388889,1,83,87,8,59,30.2,17,368,368,1
ONT,NA,NA-217,PADT4,40.29166667,-75.13388889,1,,,,,,,,0,0
SC,NA,NA-217,PADT4,40.29166667,-75.13388889,2,92,93,4.4,44,25,9,196,196,1
ONT,NA,NA-217,PADT4,40.29166667,-75.13388889,2,202,213,1.5,20,17.2,7,72,72,1
SC,NA,NA-217,PADT4,40.29166667,-75.13388889,3,94,99,3.6,36,23.4,8,73,73,1
ONT,NA,NA-217,PADT4,40.29166667,-75.13388889,3,,,,,,,,0,0
ONT,NA,NA-217,PADT4,40.29166667,-75.13388889,4,195,206,2.6,32,21.3,6,131,131,1
SC,NA,NA-217,PADT4,40.29166667,-75.13388889,4,87,90,10.8,79,35.8,102,2261,2261,1
SC,NA,NA-217,PADT4,40.29166667,-75.13388889,5,88,90,7.3,47,33.4,14,405,405,1
ONT,NA,NA-217,PADT4,40.29166667,-75.13388889,5,196,207,4.1,32,26.2,25,588,588,1
SC,NA,NA-218,PADT4,40.29166667,-75.13388889,1,,,,,,,,0,0
ONT,NA,NA-218,PADT4,40.29166667,-75.13388889,1,196,207,2.2,24,27.4,58,928,928,1
ONT,NA,NA-218,PADT4,40.29166667,-75.13388889,2,,,,,,,,0,0
SC,NA,NA-218,PADT4,40.29166667,-75.13388889,2,86,89,7.1,46,22.1,21,344,344,1
ONT,NA,NA-218,PADT4,40.29166667,-75.13388889,3,,,,,,,,0,0
SC,NA,NA-218,PADT4,40.29166667,-75.13388889,3,89,91,7.6,40,32.1,24,264,264,1
ONT,NA,NA-218,PADT4,40.29166667,-75.13388889,4,196,207,3.1,29,24.6,13,282,282,1
SC,NA,NA-218,PADT4,40.29166667,-75.13388889,4,88,90,8,46,32.4,8,376,376,1
ONT,NA,NA-218,PADT4,40.29166667,-75.13388889,5,198,207,1.9,22,19.2,6,68,68,1
SC,NA,NA-218,PADT4,40.29166667,-75.13388889,5,90,92,6.8,39,32.4,9,356,356,1
SC,NA,NA-22,HarvardSquare,42.36683056,-71.10598889,1,76,81,9.1,51,49.7,91,1609,1609,1
ONT,NA,NA-22,HarvardSquare,42.36683056,-71.10598889,1,,,,,,,,0,0
ONT,NA,NA-22,HarvardSquare,42.36683056,-71.10598889,2,202,209,3.1,28,29.1,10,198,198,1
SC,NA,NA-22,HarvardSquare,42.36683056,-71.10598889,2,80,88,15.2,37,53,165,2335,2335,1
SC,NA,NA-22,HarvardSquare,42.36683056,-71.10598889,3,78,82,6.4,31,39.6,20,243,243,1
ONT,NA,NA-22,HarvardSquare,42.36683056,-71.10598889,3,198,207,3.1,27,29,23,493,493,1
ONT,NA,NA-22,HarvardSquare,42.36683056,-71.10598889,4,198,207,2.4,29,31.4,13,252,252,1
SC,NA,NA-22,HarvardSquare,42.36683056,-71.10598889,4,86,92,4.9,36,26.4,8,144,144,1
SC,NA,NA-22,HarvardSquare,42.36683056,-71.10598889,5,86,92,4.9,34,35.7,9,169,169,1
ONT,NA,NA-22,HarvardSquare,42.36683056,-71.10598889,5,198,208,3.2,29,26.6,7,155,155,1
ONT,NA,NA-225,PACF1,40.32831944,-75.05415,1,,,,,,,,0,0
SC,NA,NA-225,PACF1,40.32831944,-75.05415,1,,,,,,,,0,0
ONT,NA,NA-225,PACF1,40.32831944,-75.05415,2,202,213,1.9,23,25.7,9,150,150,1
SC,NA,NA-225,PACF1,40.32831944,-75.05415,2,78,84,12.5,28,49.3,83,1629,1629,1
ONT,NA,NA-225,PACF1,40.32831944,-75.05415,3,199,209,3.6,31,19.3,49,581,581,1
SC,NA,NA-225,PACF1,40.32831944,-75.05415,3,80,86,14.2,30,48.3,140,2079,2079,1
SC,NA,NA-225,PACF1,40.32831944,-75.05415,4,85,81,7.1,31,41.4,12,383,383,1
ONT,NA,NA-225,PACF1,40.32831944,-75.05415,4,196,206,3.2,31,37.3,25,549,549,1
ONT,NA,NA-225,PACF1,40.32831944,-75.05415,5,196,207,3.6,31,29.9,19,440,440,1
SC,NA,NA-225,PACF1,40.32831944,-75.05415,5,79,87,6.5,39,33.4,14,381,381,1
ONT,NA,NA-226,PACF1,40.32831944,-75.05415,1,,,,,,,,0,0
SC,NA,NA-226,PACF1,40.32831944,-75.05415,1,76,83,10.4,47,40.6,82,1654,1654,1
SC,NA,NA-226,PACF1,40.32831944,-75.05415,2,,,,,,,,0,0
ONT,NA,NA-226,PACF1,40.32831944,-75.05415,2,198,208,4.7,33,34.9,65,1174,1174,1
SC,NA,NA-226,PACF1,40.32831944,-75.05415,3,79,85,8.7,38,44.3,19,528,528,1
ONT,NA,NA-226,PACF1,40.32831944,-75.05415,3,,,,,,,,0,0
ONT,NA,NA-226,PACF1,40.32831944,-75.05415,4,198,208,3.2,31,33.6,13,263,263,1
SC,NA,NA-226,PACF1,40.32831944,-75.05415,4,,,,,,,,0,0
SC,NA,NA-226,PACF1,40.32831944,-75.05415,5,79,85,8.1,37,36.4,27,595,595,1
ONT,NA,NA-226,PACF1,40.32831944,-75.05415,5,196,207,3.2,27,32.1,11,291,291,1
ONT,NA,NA-227,PACF1,40.32831944,-75.05415,1,,,,,,,,0,0
SC,NA,NA-227,PACF1,40.32831944,-75.05415,1,79,82,10.2,49,37.8,94,1059,1059,1
SC,NA,NA-227,PACF1,40.32831944,-75.05415,2,76,80,8.9,38,49.3,25,613,613,1
ONT,NA,NA-227,PACF1,40.32831944,-75.05415,2,202,213,3.1,33,33.5,45,872,872,1
SC,NA,NA-227,PACF1,40.32831944,-75.05415,3,78,84,11.8,35,51.7,45,1029,1029,1
ONT,NA,NA-227,PACF1,40.32831944,-75.05415,3,,,,,,,,0,0
SC,NA,NA-227,PACF1,40.32831944,-75.05415,4,80,87,8,32,45,10,306,306,1
ONT,NA,NA-227,PACF1,40.32831944,-75.05415,4,195,206,2.7,28,32.3,11,296,296,1
ONT,NA,NA-227,PACF1,40.32831944,-75.05415,5,198,207,3.7,29,29.8,9,194,194,1
SC,NA,NA-227,PACF1,40.32831944,-75.05415,5,79,89,14.5,43,37,118,1112,1112,1
ONT,NA,NA-228,PACF1,40.32831944,-75.05415,1,,,,,,,,0,0
SC,NA,NA-228,PACF1,40.32831944,-75.05415,1,,,,,,,,0,0
SC,NA,NA-228,PACF1,40.32831944,-75.05415,2,,,,,,,,0,0
ONT,NA,NA-228,PACF1,40.32831944,-75.05415,2,198,207,4.7,34,32.9,53,936,936,1
SC,NA,NA-228,PACF1,40.32831944,-75.05415,3,79,88,7.4,39,44.7,21,197,197,1
ONT,NA,NA-228,PACF1,40.32831944,-75.05415,3,,,,,,,,0,0
SC,NA,NA-228,PACF1,40.32831944,-75.05415,4,78,86,12.3,35,39,4,103,103,1
ONT,NA,NA-228,PACF1,40.32831944,-75.05415,4,196,207,2.2,28,29.7,8,147,147,1
SC,NA,NA-228,PACF1,40.32831944,-75.05415,5,78,86,10.5,31,52.6,84,1358,1358,1
ONT,NA,NA-228,PACF1,40.32831944,-75.05415,5,198,209,4.1,39,,,,0,1
SC,NA,NA-229,PACF1,40.32831944,-75.05415,1,,,,,,,,0,0
ONT,NA,NA-229,PACF1,40.32831944,-75.05415,1,198,207,2.7,38,34.3,29,522,522,1
SC,NA,NA-229,PACF1,40.32831944,-75.05415,2,82,86,6,26,34,8,127,127,1
ONT,NA,NA-229,PACF1,40.32831944,-75.05415,2,196,206,2.7,34,28.2,12,253,253,1
SC,NA,NA-229,PACF1,40.32831944,-75.05415,3,79,85,9.7,48,46,88,254,254,1
ONT,NA,NA-229,PACF1,40.32831944,-75.05415,3,202,213,3.7,34,30.6,14,363,363,1
SC,NA,NA-229,PACF1,40.32831944,-75.05415,4,80,87,7.7,42,29.6,20,137,137,1
ONT,NA,NA-229,PACF1,40.32831944,-75.05415,4,196,206,4,38,31.3,8,251,251,1
ONT,NA,NA-229,PACF1,40.32831944,-75.05415,5,196,207,4.6,33,30.1,37,818,818,1
