garden,continent,lineid,population,latitude,longitude,experimental.block,dbolt,dfl,rdiam,rlvs,height,branches,fruit,totfruit,survrepro
ONT,NA,NA-295,PADT4,40.29166667,-75.13388889,4,196,207,3.3,33,30.8,27,471,471,1
SC,NA,NA-295,PADT4,40.29166667,-75.13388889,4,90,96,9.7,32,37.1,60,851,851,1
SC,NA,NA-295,PADT4,40.29166667,-75.13388889,5,85,90,7.8,39,35.5,11,480,480,1
ONT,NA,NA-295,PADT4,40.29166667,-75.13388889,5,199,209,3,27,26,6,115,115,1
ONT,NA,NA-297,PADT4,40.29166667,-75.13388889,1,200,209,2.6,24,29.4,69,1211,1211,1
SC,NA,NA-297,PADT4,40.29166667,-75.13388889,1,,,,,,,,0,0
ONT,NA,NA-297,PADT4,40.29166667,-75.13388889,2,198,207,1.9,21,13.7,6,46,46,1
SC,NA,NA-297,PADT4,40.29166667,-75.13388889,2,89,92,6.1,40,29.7,12,250,250,1
SC,NA,NA-297,PADT4,40.29166667,-75.13388889,3,89,95,5.5,43,27.2,22,217,217,1
ONT,NA,NA-297,PADT4,40.29166667,-75.13388889,3,202,213,3,29,28.1,77,1289,1289,1
ONT,NA,NA-297,PADT4,40.29166667,-75.13388889,4,196,206,1.6,19,19.1,5,116,116,1
SC,NA,NA-297,PADT4,40.29166667,-75.13388889,4,90,79,6.4,44,30.9,10,382,382,1
SC,NA,NA-297,PADT4,40.29166667,-75.13388889,5,,,,,,,,0,0
ONT,NA,NA-297,PADT4,40.29166667,-75.13388889,5,,,,,,,,0,0
SC,NA,NA-298,PACF1,40.32831944,-75.05415,1,,,,,,,,0,0
ONT,NA,NA-298,PACF1,40.32831944,-75.05415,1,198,207,3.9,35,31.9,34,712,712,1
SC,NA,NA-298,PACF1,40.32831944,-75.05415,2,78,82,6.3,34,46.5,25,578,578,1
ONT,NA,NA-298,PACF1,40.32831944,-75.05415,2,196,206,2.5,33,29.1,16,372,372,1
SC,NA,NA-298,PACF1,40.32831944,-75.05415,3,82,88,7.8,34,49.4,35,431,431,1
ONT,NA,NA-298,PACF1,40.32831944,-75.05415,3,200,207,4.2,31,31.1,39,732,732,1
SC,NA,NA-298,PACF1,40.32831944,-75.05415,4,80,86,7.4,36,37.6,11,239,239,1
ONT,NA,NA-298,PACF1,40.32831944,-75.05415,4,198,207,2.5,29,27.5,7,162,162,1
SC,NA,NA-298,PACF1,40.32831944,-75.05415,5,78,84,8.1,33,47.4,16,544,544,1
ONT,NA,NA-298,PACF1,40.32831944,-75.05415,5,198,207,5.5,38,30.6,27,658,658,1
ONT,NA,NA-3,Rmx,42.10338056,-86.48526944,1,202,208,3.1,21,28.4,10,199,199,1
SC,NA,NA-3,Rmx,42.10338056,-86.48526944,1,76,80,10.3,74,44.4,30,1063,1063,1
SC,NA,NA-3,Rmx,42.10338056,-86.48526944,2,75,80,9.3,35,46.2,25,679,679,1
ONT,NA,NA-3,Rmx,42.10338056,-86.48526944,2,196,206,2.7,28,30.5,20,482,482,1
ONT,NA,NA-3,Rmx,42.10338056,-86.48526944,3,209,214,2.3,21,18.8,9,154,154,1
SC,NA,NA-3,Rmx,42.10338056,-86.48526944,3,79,82,6.3,32,40,8,203,203,1
SC,NA,NA-3,Rmx,42.10338056,-86.48526944,4,86,88,4.8,30,22.8,5,162,162,1
ONT,NA,NA-3,Rmx,42.10338056,-86.48526944,4,196,206,3.4,34,31.6,6,181,181,1
SC,NA,NA-3,Rmx,42.10338056,-86.48526944,5,82,85,7.2,41,44.7,12,454,454,1
ONT,NA,NA-3,Rmx,42.10338056,-86.48526944,5,198,207,2.6,27,25.8,4,96,96,1
ONT,NA,NA-30,FM,42.44048889,-76.49535833,1,,,,,,,,0,0
SC,NA,NA-30,FM,42.44048889,-76.49535833,1,78,84,6,43,41.5,15,402,402,1
ONT,NA,NA-30,FM,42.44048889,-76.49535833,2,198,207,3.6,34,33,24,508,508,1
SC,NA,NA-30,FM,42.44048889,-76.49535833,2,76,82,8,24,50.8,31,683,683,1
SC,NA,NA-30,FM,42.44048889,-76.49535833,3,87,92,4.3,26,28,11,50,50,1
ONT,NA,NA-30,FM,42.44048889,-76.49535833,3,,,,,,,,0,0
SC,NA,NA-30,FM,42.44048889,-76.49535833,4,86,90,8.9,28,39.6,37,656,656,1
ONT,NA,NA-30,FM,42.44048889,-76.49535833,4,196,207,2.7,31,30.6,12,250,250,1
SC,NA,NA-30,FM,42.44048889,-76.49535833,5,79,86,8.3,38,34.3,22,447,447,1
ONT,NA,NA-30,FM,42.44048889,-76.49535833,5,198,207,3.3,30,30.5,10,246,246,1
ONT,NA,NA-31,RP,42.44048889,-76.49535833,1,199,213,2.7,25,23.2,54,794,794,1
SC,NA,NA-31,RP,42.44048889,-76.49535833,1,,,,,,,,0,0
SC,NA,NA-31,RP,42.44048889,-76.49535833,2,89,93,5.2,44,29.5,8,156,156,1
ONT,NA,NA-31,RP,42.44048889,-76.49535833,2,,,,,,,,0,0
SC,NA,NA-31,RP,42.44048889,-76.49535833,3,88,89,8.3,49,27.5,30,262,262,1
ONT,NA,NA-31,RP,42.44048889,-76.49535833,3,,,,,,,,0,0
SC,NA,NA-31,RP,42.44048889,-76.49535833,4,88,90,7.5,44,31.1,12,948,948,1
ONT,NA,NA-31,RP,42.44048889,-76.49535833,4,,,,,,,,0,0
SC,NA,NA-31,RP,42.44048889,-76.49535833,5,92,96,5.2,41,30.7,8,167,167,1
ONT,NA,NA-31,RP,42.44048889,-76.49535833,5,198,209,2.3,22,23.6,16,253,253,1
SC,NA,NA-32,ColdSpringHarborLab,40.87063056,-73.4583,1,,,,,,,,0,0
ONT,NA,NA-32,ColdSpringHarborLab,40.87063056,-73.4583,1,,,,,,,,0,0
ONT,NA,NA-32,ColdSpringHarborLab,40.87063056,-73.4583,2,196,206,2.7,28,34.3,34,750,750,1
SC,NA,NA-32,ColdSpringHarborLab,40.87063056,-73.4583,2,73,77,8.7,51,42.5,26,866,866,1
SC,NA,NA-32,ColdSpringHarborLab,40.87063056,-73.4583,3,75,78,6.5,36,42.2,5,298,298,1
ONT,NA,NA-32,ColdSpringHarborLab,40.87063056,-73.4583,3,,,,,,,,0,0
SC,NA,NA-32,ColdSpringHarborLab,40.87063056,-73.4583,4,76,80,10.6,37,40.5,78,1989,1989,1
ONT,NA,NA-32,ColdSpringHarborLab,40.87063056,-73.4583,4,,,,,,,,0,0
ONT,NA,NA-32,ColdSpringHarborLab,40.87063056,-73.4583,5,,,,,,,,0,0
SC,NA,NA-32,ColdSpringHarborLab,40.87063056,-73.4583,5,78,83,5.9,31,34.9,6,298,298,1
ONT,NA,NA-33,FM,42.44048889,-76.49535833,1,198,208,1.6,26,23.7,10,137,137,1
SC,NA,NA-33,FM,42.44048889,-76.49535833,1,79,83,7.5,30,43.2,60,539,539,1
SC,NA,NA-33,FM,42.44048889,-76.49535833,2,79,86,10.3,28,48,21,723,723,1
ONT,NA,NA-33,FM,42.44048889,-76.49535833,2,193,206,2,35,26.5,11,206,206,1
SC,NA,NA-33,FM,42.44048889,-76.49535833,3,79,87,10.2,60,42.3,56,874,874,1
ONT,NA,NA-33,FM,42.44048889,-76.49535833,3,,,,,,,,0,0
ONT,NA,NA-33,FM,42.44048889,-76.49535833,4,195,206,2.7,34,34.7,11,250,250,1
SC,NA,NA-33,FM,42.44048889,-76.49535833,4,90,98,3.5,22,26.2,3,109,109,1
SC,NA,NA-33,FM,42.44048889,-76.49535833,5,82,88,7.5,44,26.7,8,203,203,1
ONT,NA,NA-33,FM,42.44048889,-76.49535833,5,196,207,3.2,34,32.5,25,493,493,1
ONT,NA,NA-34,FM,42.44048889,-76.49535833,1,,,,,,,,0,0
SC,NA,NA-34,FM,42.44048889,-76.49535833,1,79,84,9,40,45,47,798,798,1
ONT,NA,NA-34,FM,42.44048889,-76.49535833,2,196,207,3.3,32,35,58,1007,1007,1
SC,NA,NA-34,FM,42.44048889,-76.49535833,2,76,82,8.1,33,22.3,64,2135,2135,1
ONT,NA,NA-34,FM,42.44048889,-76.49535833,3,198,207,4.2,34,32,42,858,858,1
SC,NA,NA-34,FM,42.44048889,-76.49535833,3,79,87,6.3,36,41.2,10,248,248,1
SC,NA,NA-34,FM,42.44048889,-76.49535833,4,82,87,7.4,41,21.9,16,368,368,1
ONT,NA,NA-34,FM,42.44048889,-76.49535833,4,196,206,2.3,28,26.7,7,136,136,1
SC,NA,NA-34,FM,42.44048889,-76.49535833,5,86,98,9.6,42,33.9,60,809,809,1
ONT,NA,NA-34,FM,42.44048889,-76.49535833,5,,,,,,,,0,0
ONT,NA,NA-36,Knox,41.29526944,-86.62071111,1,200,207,2.7,29,33.5,49,621,621,1
SC,NA,NA-36,Knox,41.29526944,-86.62071111,1,76,80,4.8,33,37.1,6,253,253,1
SC,NA,NA-36,Knox,41.29526944,-86.62071111,2,76,80,11.9,56,54.5,263,3072,3072,1
ONT,NA,NA-36,Knox,41.29526944,-86.62071111,2,198,208,3.9,39,39.6,29,493,493,1
SC,NA,NA-36,Knox,41.29526944,-86.62071111,3,82,87,1.7,15,18.2,0,15,15,1
ONT,NA,NA-36,Knox,41.29526944,-86.62071111,3,,,,,,,,0,0
ONT,NA,NA-36,Knox,41.29526944,-86.62071111,4,198,206,2,27,25.3,4,91,91,1
SC,NA,NA-36,Knox,41.29526944,-86.62071111,4,77,82,9.3,32,37.6,21,681,681,1
ONT,NA,NA-36,Knox,41.29526944,-86.62071111,5,196,208,3.8,33,38.8,83,1108,1108,1
SC,NA,NA-36,Knox,41.29526944,-86.62071111,5,83,86,8.7,42,43.5,74,1297,1297,1
ONT,NA,NA-37,RP,42.44048889,-76.49535833,1,198,207,2.1,21,20.7,16,277,277,1
SC,NA,NA-37,RP,42.44048889,-76.49535833,1,86,90,3.2,18,27.9,5,106,106,1
ONT,NA,NA-37,RP,42.44048889,-76.49535833,2,196,206,2.3,31,21.3,8,128,128,1
SC,NA,NA-37,RP,42.44048889,-76.49535833,2,93,99,4.8,44,24.1,8,99,99,1
ONT,NA,NA-37,RP,42.44048889,-76.49535833,3,,,,,,,,0,0
SC,NA,NA-37,RP,42.44048889,-76.49535833,3,104,109,5.7,42,,,,0,1
SC,NA,NA-37,RP,42.44048889,-76.49535833,4,87,90,7.5,44,31.8,9,318,318,1
ONT,NA,NA-37,RP,42.44048889,-76.49535833,4,196,206,2.8,32,25.7,11,266,266,1
ONT,NA,NA-37,RP,42.44048889,-76.49535833,5,196,207,2.4,29,23,8,153,153,1
SC,NA,NA-37,RP,42.44048889,-76.49535833,5,87,90,8.7,44,33.3,70,1424,1424,1
SC,NA,NA-38,Knox,41.29526944,-86.62071111,1,79,85,10.4,39,33.2,26,353,353,1
ONT,NA,NA-38,Knox,41.29526944,-86.62071111,1,,,,,,,,0,0
SC,NA,NA-38,Knox,41.29526944,-86.62071111,2,80,87,7.8,,42,28,419,419,1
ONT,NA,NA-38,Knox,41.29526944,-86.62071111,2,199,208,4.6,35,33,47,941,941,1
SC,NA,NA-38,Knox,41.29526944,-86.62071111,3,79,82,7.4,40,45,20,349,349,1
ONT,NA,NA-38,Knox,41.29526944,-86.62071111,3,198,209,4,28,33.6,51,969,969,1
ONT,NA,NA-38,Knox,41.29526944,-86.62071111,4,196,207,4,38,40.6,20,460,460,1
SC,NA,NA-38,Knox,41.29526944,-86.62071111,4,88,94,5,25,37.4,26,204,204,1
ONT,NA,NA-38,Knox,41.29526944,-86.62071111,5,,,,,,,,0,0
SC,NA,NA-38,Knox,41.29526944,-86.62071111,5,81,88,10.1,41,45.4,80,1022,1022,1
SC,NA,NA-39,HarvardSquare,42.36683056,-71.10598889,1,,,,,,,,0,0
ONT,NA,NA-39,HarvardSquare,42.36683056,-71.10598889,1,,,,,,,,0,0
ONT,NA,NA-39,HarvardSquare,42.36683056,-71.10598889,2,203,213,2.5,24,26.2,11,204,204,1
SC,NA,NA-39,HarvardSquare,42.36683056,-71.10598889,2,78,84,10.5,40,48.2,39,823,823,1
SC,NA,NA-39,HarvardSquare,42.36683056,-71.10598889,3,85,91,16.2,56,40.1,141,1347,1347,1
ONT,NA,NA-39,HarvardSquare,42.36683056,-71.10598889,3,200,209,4,29,25.4,22,514,514,1
SC,NA,NA-39,HarvardSquare,42.36683056,-71.10598889,4,84,90,8.4,40,36.2,31,449,449,1
ONT,NA,NA-39,HarvardSquare,42.36683056,-71.10598889,4,198,207,2.5,24,30.3,18,274,274,1
ONT,NA,NA-39,HarvardSquare,42.36683056,-71.10598889,5,198,207,3.1,35,29.7,11,246,246,1
SC,NA,NA-39,HarvardSquare,42.36683056,-71.10598889,5,81,87,8.1,42,38.1,45,598,598,1
SC,NA,NA-4,RP,42.44048889,-76.49535833,1,,,,,,,,0,0
ONT,NA,NA-4,RP,42.44048889,-76.49535833,1,,,,,,,,0,0
SC,NA,NA-4,RP,42.44048889,-76.49535833,2,87,89,6.4,48,31.8,10,288,288,1
ONT,NA,NA-4,RP,42.44048889,-76.49535833,2,200,209,4,33,33.1,32,640,640,1
ONT,NA,NA-4,RP,42.44048889,-76.49535833,3,,,,,,,,0,0
SC,NA,NA-4,RP,42.44048889,-76.49535833,3,87,91,9.9,72,31.7,128,651,651,1
SC,NA,NA-4,RP,42.44048889,-76.49535833,4,105,110,3.3,32,5.1,6,1,1,1
ONT,NA,NA-4,RP,42.44048889,-76.49535833,4,194,206,3.3,32,25,22,496,496,1
ONT,NA,NA-4,RP,42.44048889,-76.49535833,5,,,,,,,,0,0
SC,NA,NA-4,RP,42.44048889,-76.49535833,5,87,88,7.6,50,32.7,19,412,412,1
SC,NA,NA-40,Knox,41.29526944,-86.62071111,1,,,,,,,,0,0
ONT,NA,NA-40,Knox,41.29526944,-86.62071111,1,194,214,2.8,24,32.6,49,693,693,1
ONT,NA,NA-40,Knox,41.29526944,-86.62071111,2,194,206,2.9,33,37.6,33,624,624,1
SC,NA,NA-40,Knox,41.29526944,-86.62071111,2,72,80,9,26,53.2,97,2663,2663,1
ONT,NA,NA-40,Knox,41.29526944,-86.62071111,3,,,,,,,,0,0
SC,NA,NA-40,Knox,41.29526944,-86.62071111,3,88,92,2.8,22,28.7,5,57,57,1
ONT,NA,NA-40,Knox,41.29526944,-86.62071111,4,192,206,3.3,29,40,23,600,600,1
SC,NA,NA-40,Knox,41.29526944,-86.62071111,4,79,87,8.3,19,44,45,904,904,1
SC,NA,NA-40,Knox,41.29526944,-86.62071111,5,79,85,6.6,32,48.2,19,284,284,1
ONT,NA,NA-40,Knox,41.29526944,-86.62071111,5,198,207,4.7,39,36.4,14,341,341,1
ONT,NA,NA-401,CHA,42.36666667,-71.15,1,,,,,,,,0,0
SC,NA,NA-401,CHA,42.36666667,-71.15,1,,,,,,,,0,0
SC,NA,NA-401,CHA,42.36666667,-71.15,2,72,76,7.8,27,41.5,16,484,484,1
ONT,NA,NA-401,CHA,42.36666667,-71.15,2,,,,,,,,0,0
SC,NA,NA-401,CHA,42.36666667,-71.15,3,76,78,5.3,22,36,10,223,223,1
ONT,NA,NA-401,CHA,42.36666667,-71.15,3,203,213,2.4,21,27.6,50,879,879,1
SC,NA,NA-401,CHA,42.36666667,-71.15,4,75,79,8.4,33,52.1,14,641,641,1
ONT,NA,NA-401,CHA,42.36666667,-71.15,4,,,,,,,,0,0
SC,NA,NA-401,CHA,42.36666667,-71.15,5,86,87,5.8,33,36.6,46,443,443,1
ONT,NA,NA-401,CHA,42.36666667,-71.15,5,201,207,2.8,27,24.7,6,160,160,1
ONT,NA,NA-402,CON,42.36666667,-71.15,1,,,,,,,,0,0
SC,NA,NA-402,CON,42.36666667,-71.15,1,71,76,10.7,38,45.2,75,1351,1351,1
SC,NA,NA-402,CON,42.36666667,-71.15,2,,,,,,,,0,0
ONT,NA,NA-402,CON,42.36666667,-71.15,2,,,,,,,,0,0
ONT,NA,NA-402,CON,42.36666667,-71.15,3,,,,,,,,0,0
SC,NA,NA-402,CON,42.36666667,-71.15,3,70,77,5.8,26,51,16,297,297,1
SC,NA,NA-402,CON,42.36666667,-71.15,4,73,80,4.3,18,47,7,152,152,1
ONT,NA,NA-402,CON,42.36666667,-71.15,4,,,,,,,,0,0
SC,NA,NA-402,CON,42.36666667,-71.15,5,71,79,6.5,21,50,28,953,953,1
ONT,NA,NA-402,CON,42.36666667,-71.15,5,,,,,,,,0,0
SC,NA,NA-404,FOR,42.36666667,-71.15,1,75,80,9.4,42,43.3,49,536,536,1
ONT,NA,NA-404,FOR,42.36666667,-71.15,1,202,213,3.4,28,34.1,34,587,587,1
SC,NA,NA-404,FOR,42.36666667,-71.15,2,72,77,8.7,35,34.2,26,900,900,1
ONT,NA,NA-404,FOR,42.36666667,-71.15,2,203,213,3.1,22,31.2,30,497,497,1
ONT,NA,NA-404,FOR,42.36666667,-71.15,3,,,,,,,,0,0
SC,NA,NA-404,FOR,42.36666667,-71.15,3,72,77,7.6,32,47.3,18,378,378,1
ONT,NA,NA-404,FOR,42.36666667,-71.15,4,195,206,3.3,28,33,9,260,260,1
SC,NA,NA-404,FOR,42.36666667,-71.15,4,79,85,3.2,16,18.8,3,143,143,1
SC,NA,NA-404,FOR,42.36666667,-71.15,5,70,75,8.9,38,51.2,44,773,773,1
ONT,NA,NA-404,FOR,42.36666667,-71.15,5,200,213,4,34,34.9,11,286,286,1
ONT,NA,NA-405,FOR,42.36666667,-71.15,1,200,213,2.9,22,35.3,58,673,673,1
SC,NA,NA-405,FOR,42.36666667,-71.15,1,70,76,7.3,27,48.8,27,747,747,1
ONT,NA,NA-405,FOR,42.36666667,-71.15,2,193,206,2.9,28,33,28,450,450,1
SC,NA,NA-405,FOR,42.36666667,-71.15,2,70,77,6.8,25,51.8,32,871,871,1
ONT,NA,NA-405,FOR,42.36666667,-71.15,3,196,207,3.3,26,34.8,43,703,703,1
SC,NA,NA-405,FOR,42.36666667,-71.15,3,73,80,8.7,53,46.5,97,1396,1396,1
ONT,NA,NA-405,FOR,42.36666667,-71.15,4,,,,,,,,0,0
SC,NA,NA-405,FOR,42.36666667,-71.15,4,77,84,9.5,23,41.8,25,609,609,1
SC,NA,NA-405,FOR,42.36666667,-71.15,5,72,79,8.9,35,48.9,45,804,804,1
ONT,NA,NA-405,FOR,42.36666667,-71.15,5,,,,,,,,0,0
ONT,NA,NA-41,Knox,41.29526944,-86.62071111,1,,,,,,,,0,0
SC,NA,NA-41,Knox,41.29526944,-86.62071111,1,95,97,0.8,4,9.5,0,9,9,1
ONT,NA,NA-41,Knox,41.29526944,-86.62071111,2,196,213,2.8,27,31.2,37,695,695,1
SC,NA,NA-41,Knox,41.29526944,-86.62071111,2,73,78,10.2,102,50.5,29,1059,1059,1
SC,NA,NA-41,Knox,41.29526944,-86.62071111,3,76,82,6.6,26,37,11,300,300,1
ONT,NA,NA-41,Knox,41.29526944,-86.62071111,3,,,,,,,,0,0
ONT,NA,NA-41,Knox,41.29526944,-86.62071111,4,195,206,2.3,19,22.6,12,237,237,1
SC,NA,NA-41,Knox,41.29526944,-86.62071111,4,83,95,8.1,45,47.1,23,540,540,1
SC,NA,NA-41,Knox,41.29526944,-86.62071111,5,75,79,10,58,45.2,28,619,619,1
ONT,NA,NA-41,Knox,41.29526944,-86.62071111,5,198,207,5,29,28.8,12,333,333,1
ONT,NA,NA-417,KYF,38.08333333,-84.46666667,1,,,,,,,,0,0
SC,NA,NA-417,KYF,38.08333333,-84.46666667,1,77,82,6.4,34,32.8,14,469,469,1
ONT,NA,NA-417,KYF,38.08333333,-84.46666667,2,,,,,,,,0,0
SC,NA,NA-417,KYF,38.08333333,-84.46666667,2,76,82,12.5,49,48.5,85,2815,2815,1
SC,NA,NA-417,KYF,38.08333333,-84.46666667,3,78,82,10.2,46,44.6,14,377,377,1
ONT,NA,NA-417,KYF,38.08333333,-84.46666667,3,,,,,,,,0,0
SC,NA,NA-417,KYF,38.08333333,-84.46666667,4,84,88,8.1,41,45.6,16,290,290,1
ONT,NA,NA-417,KYF,38.08333333,-84.46666667,4,,,,,,,,0,0
SC,NA,NA-417,KYF,38.08333333,-84.46666667,5,79,84,8.4,48,40.8,17,425,425,1
ONT,NA,NA-417,KYF,38.08333333,-84.46666667,5,,,,,,,,0,0
ONT,NA,NA-42,ColdSpringHarborLab,40.87063056,-73.4583,1,,,,,,,,0,0
SC,NA,NA-42,ColdSpringHarborLab,40.87063056,-73.4583,1,,,,,,,,0,0
SC,NA,NA-42,ColdSpringHarborLab,40.87063056,-73.4583,2,75,80,4.6,34,37.7,10,373,373,1
ONT,NA,NA-42,ColdSpringHarborLab,40.87063056,-73.4583,2,,,,,,,,0,0
ONT,NA,NA-42,ColdSpringHarborLab,40.87063056,-73.4583,3,,,,,,,,0,0
SC,NA,NA-42,ColdSpringHarborLab,40.87063056,-73.4583,3,,,,,,,,0,0
ONT,NA,NA-42,ColdSpringHarborLab,40.87063056,-73.4583,4,200,206,1.2,13,13.6,1,22,22,1
SC,NA,NA-42,ColdSpringHarborLab,40.87063056,-73.4583,4,79,85,8.2,22,38.8,52,1445,1445,1
ONT,NA,NA-42,ColdSpringHarborLab,40.87063056,-73.4583,5,,,,,,,,0,0
SC,NA,NA-42,ColdSpringHarborLab,40.87063056,-73.4583,5,75,79,8.6,37,39.9,16,522,522,1
ONT,NA,NA-420,LINDonohue,41.9,-71.43,1,194,206,4.1,37,28.5,30,527,527,1
SC,NA,NA-420,LINDonohue,41.9,-71.43,1,71,75,8.4,37,53.1,57,1018,1018,1
ONT,NA,NA-420,LINDonohue,41.9,-71.43,2,199,207,2,22,20.5,7,100,100,1
SC,NA,NA-420,LINDonohue,41.9,-71.43,2,73,79,9.2,40,33.8,109,2535,2535,1
SC,NA,NA-420,LINDonohue,41.9,-71.43,3,80,87,8.5,119,38.6,26,549,549,1
ONT,NA,NA-420,LINDonohue,41.9,-71.43,3,,,,,,,,0,0
ONT,NA,NA-420,LINDonohue,41.9,-71.43,4,,,,,,,,0,0
SC,NA,NA-420,LINDonohue,41.9,-71.43,4,77,83,7.9,32,50.7,3,512,512,1
SC,NA,NA-420,LINDonohue,41.9,-71.43,5,76,81,6.9,24,51.1,29,695,695,1
ONT,NA,NA-420,LINDonohue,41.9,-71.43,5,,,,,,,,0,0
ONT,NA,NA-421,LINDonohue,41.9,-71.43,1,,,,,,,,0,0
SC,NA,NA-421,LINDonohue,41.9,-71.43,1,76,82,9.6,49,47,45,764,764,1
ONT,NA,NA-421,LINDonohue,41.9,-71.43,2,,,,,,,,0,0
SC,NA,NA-421,LINDonohue,41.9,-71.43,2,,,,,,,,0,0
ONT,NA,NA-421,LINDonohue,41.9,-71.43,3,209,214,2.1,18,22.6,5,48,48,1
SC,NA,NA-421,LINDonohue,41.9,-71.43,3,82,89,3.9,25,33.2,5,72,72,1
ONT,NA,NA-421,LINDonohue,41.9,-71.43,4,206,214,1.3,15,14.1,2,15,15,1
SC,NA,NA-421,LINDonohue,41.9,-71.43,4,86,90,5.8,31,24.9,13,249,249,1
SC,NA,NA-421,LINDonohue,41.9,-71.43,5,82,88,7.2,35,29.5,27,258,258,1
ONT,NA,NA-421,LINDonohue,41.9,-71.43,5,200,209,3.9,28,32.1,6,169,169,1
ONT,NA,NA-422,LINDonohue,41.9,-71.43,1,,,,,,,,0,0
SC,NA,NA-422,LINDonohue,41.9,-71.43,1,,,,,,,,0,0
SC,NA,NA-422,LINDonohue,41.9,-71.43,2,72,80,7.6,27,49.3,37,1042,1042,1
ONT,NA,NA-422,LINDonohue,41.9,-71.43,2,198,213,3.1,43,25.6,16,349,349,1
ONT,NA,NA-422,LINDonohue,41.9,-71.43,3,198,209,5.4,47,34.1,110,1620,1620,1
SC,NA,NA-422,LINDonohue,41.9,-71.43,3,75,82,7.4,34,44.8,13,303,303,1
ONT,NA,NA-422,LINDonohue,41.9,-71.43,4,198,207,3,34,33.2,9,169,169,1
SC,NA,NA-422,LINDonohue,41.9,-71.43,4,77,85,8.4,30,43,22,543,543,1
ONT,NA,NA-422,LINDonohue,41.9,-71.43,5,198,213,4.6,40,35.9,21,466,466,1
SC,NA,NA-422,LINDonohue,41.9,-71.43,5,76,81,6.4,45,28.5,38,407,407,1
SC,NA,NA-423,LINDonohue,41.9,-71.43,1,70,73,6.3,26,48.8,26,550,550,1
ONT,NA,NA-423,LINDonohue,41.9,-71.43,1,,,,,,,,0,0
SC,NA,NA-423,LINDonohue,41.9,-71.43,2,69,72,7.6,30,51.6,43,725,725,1
ONT,NA,NA-423,LINDonohue,41.9,-71.43,2,,,,,,,,0,0
ONT,NA,NA-423,LINDonohue,41.9,-71.43,3,194,206,5,37,31.3,43,853,853,1
SC,NA,NA-423,LINDonohue,41.9,-71.43,3,70,76,7.9,33,50.4,18,521,521,1
SC,NA,NA-423,LINDonohue,41.9,-71.43,4,71,76,6.4,24,50.2,11,347,347,1
ONT,NA,NA-423,LINDonohue,41.9,-71.43,4,192,206,3.5,22,32.4,17,427,427,1
SC,NA,NA-423,LINDonohue,41.9,-71.43,5,72,78,8.2,34,49.2,36,706,706,1
ONT,NA,NA-423,LINDonohue,41.9,-71.43,5,,,,,,,,0,0
SC,NA,NA-424,MAB,42.53333333,-72.56666667,1,78,85,8.3,59,48.1,29,610,610,1
ONT,NA,NA-424,MAB,42.53333333,-72.56666667,1,198,207,2.3,22,32.5,11,225,225,1
ONT,NA,NA-424,MAB,42.53333333,-72.56666667,2,196,206,3.6,41,36.6,25,543,543,1
SC,NA,NA-424,MAB,42.53333333,-72.56666667,2,,,,,,,,0,0
ONT,NA,NA-424,MAB,42.53333333,-72.56666667,3,196,207,4,39,36.8,103,1675,1675,1
SC,NA,NA-424,MAB,42.53333333,-72.56666667,3,77,82,9.9,35,43.4,19,445,445,1
ONT,NA,NA-424,MAB,42.53333333,-72.56666667,4,195,206,2.8,27,34.2,22,298,298,1
SC,NA,NA-424,MAB,42.53333333,-72.56666667,4,87,88,4.6,22,27.1,3,113,113,1
SC,NA,NA-424,MAB,42.53333333,-72.56666667,5,,,,,,,,0,0
ONT,NA,NA-424,MAB,42.53333333,-72.56666667,5,196,207,2.8,26,34.6,9,211,211,1
ONT,NA,NA-425,MAB,42.53333333,-72.56666667,1,,,,,,,,0,0
SC,NA,NA-425,MAB,42.53333333,-72.56666667,1,72,75,8.8,78,53.3,330,2211,2211,1
SC,NA,NA-425,MAB,42.53333333,-72.56666667,2,71,77,8.3,23,46.1,59,1261,1261,1
ONT,NA,NA-425,MAB,42.53333333,-72.56666667,2,198,207,4.1,38,39.2,40,705,705,1
SC,NA,NA-425,MAB,42.53333333,-72.56666667,3,,,,,,,,0,0
ONT,NA,NA-425,MAB,42.53333333,-72.56666667,3,202,213,3.2,30,35.3,21,485,485,1
ONT,NA,NA-425,MAB,42.53333333,-72.56666667,4,196,207,2.7,30,32.4,9,171,171,1
SC,NA,NA-425,MAB,42.53333333,-72.56666667,4,77,83,10.2,58,53.5,95,2222,2222,1
SC,NA,NA-425,MAB,42.53333333,-72.56666667,5,87,90,2.9,31,21.5,1,65,65,1
ONT,NA,NA-425,MAB,42.53333333,-72.56666667,5,196,206,3,26,33.2,13,276,276,1
SC,NA,NA-426,MAS,42.53333333,-72.68333333,1,,,,,,,,0,0
ONT,NA,NA-426,MAS,42.53333333,-72.68333333,1,198,207,3.3,34,37.1,19,337,337,1
ONT,NA,NA-426,MAS,42.53333333,-72.68333333,2,198,207,3,28,31.7,5,119,119,1
SC,NA,NA-426,MAS,42.53333333,-72.68333333,2,74,82,7.8,33,38.3,45,609,609,1
ONT,NA,NA-426,MAS,42.53333333,-72.68333333,3,198,209,5.4,36,32.5,90,1537,1537,1
SC,NA,NA-426,MAS,42.53333333,-72.68333333,3,82,92,3.9,25,20.3,2,79,79,1
SC,NA,NA-426,MAS,42.53333333,-72.68333333,4,77,82,7.7,30,48.4,16,515,515,1
